,NMESES_DEUDA_NOR100_1M,MAX_NRO_CUOTAS_AM_8D_ATRASO_3M,AVG_DEUDA_NOR_12M,MAX_NRO_CUOTAS_AM_15D_ATRASO_3M,MAX_NRO_CUOTAS_AM_8D_ATRASO_1M,MAX_DA_VIGENTE_RCC_3M,MAX_NRO_CUOTAS_AM_15D_ATRASO_1M,NMESES_DEUDA_NOR100_12M,MAX_DEUDA_CPP_3M,CALIF_VIGENTE_RCC_1M,MAX_DEUDA_NOR_3M,TARGET_COBRANZA
0,1.0,1.0,92.30769,0.0,0.0,3.0,0.0,12.0,0.0,0.0,100.0,0
1,1.0,0.0,92.276924,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0
2,1.0,2.0,99.6975,1.0,1.0,9.0,0.0,11.0,3.63,0.0,100.0,0
3,1.0,1.0,92.30769,1.0,0.0,7.0,0.0,12.0,0.0,0.0,100.0,0
4,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
5,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
6,0.0,1.0,84.86692,0.0,1.0,77.0,0.0,8.0,46.46,1.0,88.15,0
7,1.0,0.0,23.076923,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0
8,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
9,1.0,2.0,76.92308,1.0,1.0,4.0,0.0,10.0,0.0,0.0,100.0,0
10,0.0,3.0,77.84385,1.0,1.0,11.0,1.0,10.0,93.0,1.0,100.0,0
11,0.0,0.0,85.93692,0.0,0.0,12.0,0.0,10.0,37.31,1.0,100.0,0
12,0.0,3.0,90.567696,3.0,1.0,3.0,1.0,0.0,0.0,0.0,97.95,0
13,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
14,1.0,0.0,92.30769,0.0,0.0,5.0,0.0,12.0,0.0,0.0,100.0,0
15,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
16,1.0,2.0,92.30769,0.0,1.0,6.0,0.0,12.0,0.0,0.0,100.0,0
17,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
18,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
19,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
20,0.0,3.0,38.46154,3.0,1.0,25.0,1.0,5.0,100.0,1.0,100.0,0
21,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
22,1.0,3.0,92.30769,2.0,1.0,1.0,1.0,12.0,0.0,0.0,100.0,0
23,1.0,2.0,92.30769,0.0,1.0,1.0,0.0,12.0,0.0,0.0,100.0,0
24,0.0,3.0,61.53846,2.0,1.0,3.0,1.0,3.0,0.0,1.0,54.918,1
25,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
26,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
27,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
28,1.0,0.0,92.30769,0.0,0.0,2.0,0.0,12.0,0.0,0.0,100.0,0
29,1.0,3.0,84.61539,3.0,1.0,1.0,1.0,11.0,0.0,0.0,100.0,0
30,1.0,1.0,92.30769,0.0,1.0,3.0,0.0,12.0,0.0,0.0,100.0,0
31,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
32,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
33,1.0,1.0,92.30769,1.0,1.0,4.0,1.0,12.0,0.0,0.0,100.0,0
34,1.0,2.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
35,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
36,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
37,1.0,0.0,88.471535,0.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,0
38,1.0,2.0,92.30769,2.0,1.0,1.0,1.0,12.0,0.0,0.0,100.0,0
39,1.0,0.0,38.46154,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0
40,1.0,1.0,84.61539,1.0,0.0,3.0,0.0,11.0,0.0,0.0,100.0,0
41,0.0,3.0,61.53846,2.0,1.0,4.0,1.0,3.0,51.59,0.0,54.918,0
42,1.0,1.0,92.30769,1.0,1.0,3.0,1.0,12.0,0.0,0.0,100.0,0
43,0.0,3.0,61.53846,1.0,1.0,3.0,0.0,3.0,0.0,1.0,54.918,0
44,0.0,3.0,90.98769,3.0,1.0,19.0,1.0,10.0,16.65,1.0,100.0,1
45,1.0,0.0,84.61539,0.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,0
46,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
47,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
48,1.0,0.0,92.30769,0.0,0.0,5.0,0.0,12.0,0.0,0.0,100.0,0
49,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
50,0.0,2.0,84.61539,0.0,1.0,10.0,0.0,11.0,100.0,1.0,100.0,0
51,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
52,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
53,1.0,0.0,92.30769,0.0,0.0,6.0,0.0,12.0,0.0,0.0,100.0,0
54,0.0,3.0,62.116924,2.0,1.0,25.0,1.0,3.0,78.076,1.0,68.66,0
55,1.0,0.0,23.076923,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0
56,1.0,0.0,100.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,0
57,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
58,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
59,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
60,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
61,0.0,3.0,88.28307,2.0,1.0,7.0,1.0,3.0,0.0,0.0,95.49,0
62,0.0,0.0,61.53846,0.0,0.0,0.0,0.0,3.0,0.0,1.0,54.918,0
63,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
64,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
65,1.0,2.0,92.30769,2.0,0.0,5.0,0.0,12.0,0.0,0.0,100.0,0
66,1.0,1.0,92.30769,0.0,0.0,6.0,0.0,12.0,0.0,0.0,100.0,0
67,1.0,3.0,62.119232,0.0,1.0,5.0,0.0,8.0,0.0,0.0,100.0,1
68,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
69,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
70,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
71,1.0,1.0,92.30769,0.0,0.0,3.0,0.0,12.0,0.0,0.0,100.0,0
72,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
73,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
74,1.0,3.0,92.30769,2.0,1.0,2.0,0.0,12.0,0.0,0.0,100.0,0
75,1.0,2.0,92.30769,1.0,1.0,1.0,1.0,12.0,0.0,0.0,100.0,0
76,1.0,2.0,53.846153,1.0,0.0,5.0,0.0,7.0,0.0,0.0,100.0,0
77,1.0,0.0,84.61539,0.0,0.0,3.0,0.0,11.0,0.0,0.0,100.0,0
78,1.0,3.0,92.30769,0.0,1.0,1.0,0.0,12.0,0.0,0.0,100.0,0
79,1.0,2.0,92.30769,0.0,1.0,0.0,0.0,12.0,0.0,0.0,100.0,0
80,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
81,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
82,1.0,0.0,92.30769,0.0,0.0,5.0,0.0,12.0,0.0,0.0,100.0,0
83,1.0,3.0,46.153847,3.0,1.0,23.0,1.0,6.0,100.0,0.0,100.0,1
84,1.0,1.0,92.30769,1.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
85,0.0,0.0,61.53846,0.0,0.0,2.0,0.0,3.0,0.0,1.0,54.918,0
86,1.0,0.0,89.86,0.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,0
87,0.0,3.0,0.0,2.0,1.0,12.0,1.0,0.0,0.0,3.0,0.0,0
88,0.0,3.0,0.0,2.0,1.0,24.0,1.0,0.0,0.0,3.0,0.0,0
89,0.0,3.0,49.45846,3.0,1.0,8.0,1.0,5.0,0.0,3.0,0.0,0
90,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
91,1.0,3.0,92.30769,2.0,1.0,6.0,1.0,12.0,0.0,0.0,100.0,0
92,1.0,0.0,92.30769,0.0,0.0,3.0,0.0,12.0,0.0,0.0,100.0,0
93,0.0,3.0,84.58385,2.0,1.0,24.0,1.0,3.0,0.0,1.0,99.95,0
94,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
95,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
96,0.0,3.0,70.0,2.0,1.0,14.0,1.0,7.0,100.0,1.0,100.0,1
97,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
98,1.0,1.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
99,1.0,3.0,92.30769,3.0,1.0,3.0,1.0,12.0,0.0,0.0,100.0,1
100,1.0,0.0,90.59,0.0,0.0,2.0,0.0,11.0,0.0,0.0,100.0,0
101,1.0,1.0,92.30769,0.0,1.0,3.0,0.0,12.0,0.0,0.0,100.0,0
102,1.0,1.0,92.30769,1.0,0.0,2.0,0.0,12.0,0.0,0.0,100.0,0
103,0.0,0.0,61.53846,0.0,0.0,0.0,0.0,3.0,0.0,1.0,54.918,1
104,0.0,3.0,61.53846,2.0,1.0,11.0,1.0,3.0,0.0,1.0,54.918,0
105,1.0,3.0,82.84231,2.0,1.0,10.0,1.0,10.0,58.05,0.0,100.0,0
106,0.0,3.0,61.53846,2.0,1.0,1.0,1.0,3.0,0.0,1.0,54.918,0
107,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
108,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
109,0.0,3.0,69.37615,2.0,1.0,25.0,0.0,5.0,45.84,0.0,98.73,0
110,1.0,0.0,92.30769,0.0,0.0,3.0,0.0,12.0,0.0,0.0,100.0,0
111,0.0,3.0,78.79692,2.0,1.0,25.0,1.0,9.0,78.076,1.0,63.9,0
112,0.0,2.0,66.62,2.0,1.0,25.0,1.0,7.0,0.0,1.0,54.918,0
113,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
114,0.0,3.0,75.30462,2.0,1.0,11.0,1.0,9.0,75.82,1.0,29.9,0
115,0.0,2.0,89.69462,1.0,1.0,12.0,1.0,11.0,33.97,1.0,100.0,0
116,1.0,2.0,92.30769,1.0,1.0,7.0,1.0,12.0,0.0,0.0,100.0,0
117,0.0,3.0,7.6923075,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
118,1.0,0.0,100.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
119,1.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,0
120,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
121,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
122,0.0,3.0,61.53846,2.0,1.0,25.0,1.0,3.0,0.0,0.0,54.918,0
123,0.0,3.0,61.53846,2.0,1.0,13.0,0.0,4.0,0.0,1.0,54.918,0
124,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
125,1.0,0.0,100.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0
126,1.0,0.0,88.888885,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,0
127,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
128,0.0,3.0,61.53846,2.0,1.0,0.0,1.0,3.0,0.0,1.0,54.918,0
129,1.0,2.0,92.30769,0.0,0.0,3.0,0.0,12.0,0.0,0.0,100.0,0
130,1.0,3.0,92.30769,3.0,1.0,0.0,1.0,12.0,0.0,0.0,100.0,0
131,1.0,0.0,92.30769,0.0,0.0,5.0,0.0,12.0,0.0,0.0,100.0,0
132,1.0,1.0,92.30769,0.0,0.0,2.0,0.0,12.0,0.0,0.0,100.0,0
133,1.0,1.0,100.0,0.0,1.0,3.0,0.0,8.0,0.0,0.0,100.0,0
134,1.0,3.0,90.39693,3.0,1.0,1.0,1.0,7.0,0.0,0.0,100.0,0
135,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
136,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
137,0.0,2.0,40.416153,2.0,1.0,15.0,1.0,3.0,100.0,1.0,83.13,0
138,1.0,1.0,92.30769,0.0,1.0,3.0,0.0,12.0,0.0,0.0,100.0,0
139,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
140,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
141,1.0,3.0,92.30769,3.0,1.0,5.0,1.0,12.0,0.0,0.0,100.0,0
142,0.0,2.0,81.278465,1.0,1.0,22.0,1.0,9.0,49.12,2.0,100.0,0
143,1.0,2.0,92.30769,1.0,0.0,4.0,0.0,12.0,0.0,0.0,100.0,0
144,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
145,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
146,1.0,1.0,92.30769,0.0,1.0,4.0,0.0,12.0,0.0,0.0,100.0,0
147,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
148,1.0,0.0,85.71429,0.0,0.0,2.0,0.0,6.0,0.0,0.0,100.0,0
149,1.0,0.0,92.30769,0.0,0.0,4.0,0.0,12.0,0.0,0.0,100.0,0
150,1.0,0.0,83.333336,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0
151,1.0,3.0,81.926926,0.0,1.0,7.0,0.0,10.0,0.0,0.0,100.0,0
152,0.0,1.0,66.83923,0.0,1.0,1.0,0.0,3.0,0.0,0.0,81.19,0
153,1.0,1.0,92.30769,1.0,1.0,4.0,1.0,12.0,0.0,0.0,100.0,0
154,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
155,1.0,3.0,41.325386,3.0,1.0,9.0,1.0,5.0,100.0,0.0,100.0,0
156,1.0,1.0,92.30769,1.0,0.0,6.0,0.0,12.0,0.0,0.0,100.0,0
157,1.0,3.0,90.48615,1.0,1.0,15.0,0.0,11.0,23.68,0.0,100.0,0
158,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
159,1.0,2.0,91.112305,1.0,1.0,25.0,0.0,11.0,15.54,0.0,100.0,1
160,1.0,0.0,90.746155,0.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,0
161,1.0,0.0,90.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,100.0,0
162,1.0,3.0,92.30769,2.0,1.0,6.0,1.0,12.0,0.0,0.0,100.0,0
163,1.0,0.0,80.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,0
164,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
165,1.0,0.0,82.792305,0.0,0.0,3.0,0.0,10.0,0.0,0.0,100.0,0
166,1.0,0.0,90.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0
167,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
168,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
169,0.0,3.0,61.53846,2.0,1.0,25.0,0.0,3.0,50.99,1.0,54.918,0
170,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
171,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
172,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
173,1.0,1.0,92.30769,0.0,1.0,0.0,0.0,12.0,0.0,0.0,100.0,0
174,0.0,2.0,8.985385,1.0,1.0,0.0,1.0,1.0,80.6,0.0,0.0,0
175,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
176,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
177,1.0,2.0,100.0,0.0,1.0,4.0,0.0,12.0,0.0,0.0,100.0,0
178,0.0,0.0,85.20077,0.0,0.0,26.0,0.0,5.0,13.15,3.0,86.86,0
179,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
180,1.0,3.0,92.30769,3.0,1.0,6.0,1.0,12.0,0.0,0.0,100.0,0
181,1.0,1.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
182,1.0,1.0,92.29692,0.0,1.0,16.0,0.0,11.0,0.14,0.0,100.0,0
183,1.0,1.0,84.61539,0.0,1.0,7.0,0.0,11.0,0.0,0.0,100.0,0
184,1.0,1.0,92.13231,1.0,1.0,21.0,1.0,9.0,0.65,0.0,100.0,1
185,1.0,1.0,92.30769,1.0,1.0,1.0,1.0,12.0,0.0,0.0,100.0,0
186,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
187,1.0,0.0,92.30769,0.0,0.0,2.0,0.0,12.0,0.0,0.0,100.0,0
188,1.0,1.0,89.07846,1.0,1.0,1.0,1.0,11.0,0.0,0.0,100.0,0
189,0.0,0.0,84.199234,0.0,0.0,0.0,0.0,5.0,0.0,0.0,80.12,0
190,1.0,0.0,90.90909,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0
191,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
192,1.0,2.0,92.30769,2.0,1.0,1.0,1.0,12.0,0.0,0.0,100.0,0
193,0.0,1.0,91.11154,1.0,1.0,18.0,1.0,11.0,5.31,1.0,100.0,0
194,1.0,2.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
195,1.0,1.0,92.30769,1.0,0.0,7.0,0.0,12.0,0.0,0.0,100.0,0
196,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
197,1.0,0.0,100.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,100.0,0
198,1.0,3.0,88.888885,1.0,1.0,1.0,0.0,8.0,0.0,0.0,100.0,0
199,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
200,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
201,1.0,0.0,91.666664,0.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,0
202,1.0,0.0,100.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,100.0,0
203,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
204,1.0,1.0,92.30769,1.0,0.0,3.0,0.0,12.0,0.0,0.0,100.0,0
205,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
206,0.0,0.0,92.19692,0.0,0.0,67.0,0.0,9.0,0.0,0.0,99.54,0
207,0.0,3.0,91.07846,3.0,1.0,2.0,1.0,2.0,0.0,0.0,98.38,0
208,1.0,0.0,92.30769,0.0,0.0,2.0,0.0,12.0,0.0,0.0,100.0,0
209,1.0,3.0,46.153847,3.0,1.0,3.0,1.0,6.0,0.0,0.0,100.0,0
210,1.0,1.0,84.61539,0.0,0.0,6.0,0.0,11.0,0.0,0.0,100.0,0
211,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
212,0.0,1.0,61.53846,0.0,0.0,16.0,0.0,6.0,0.0,1.0,54.918,0
213,1.0,2.0,92.28,0.0,1.0,8.0,0.0,11.0,0.0,0.0,100.0,0
214,1.0,0.0,92.30769,0.0,0.0,4.0,0.0,12.0,0.0,0.0,100.0,0
215,1.0,2.0,92.30769,0.0,1.0,4.0,0.0,12.0,0.0,0.0,100.0,0
216,1.0,0.0,92.30154,0.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,0
217,1.0,3.0,85.502304,3.0,1.0,15.0,1.0,2.0,4.8,0.0,100.0,0
218,1.0,0.0,92.283844,0.0,0.0,2.0,0.0,11.0,0.0,0.0,100.0,0
219,1.0,1.0,100.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,100.0,0
220,1.0,3.0,92.30769,3.0,1.0,6.0,1.0,12.0,0.0,0.0,100.0,0
221,1.0,0.0,100.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,100.0,0
222,1.0,3.0,92.30769,3.0,1.0,7.0,1.0,12.0,0.0,0.0,100.0,0
223,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
224,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0
225,0.0,2.0,61.53846,1.0,1.0,1.0,1.0,4.0,0.0,1.0,54.918,0
226,0.0,2.0,77.01077,2.0,1.0,25.0,1.0,5.0,47.78,0.0,54.918,0
227,1.0,0.0,90.90909,0.0,0.0,1.0,0.0,10.0,0.0,0.0,100.0,0
228,1.0,2.0,92.30769,1.0,1.0,4.0,0.0,12.0,0.0,0.0,100.0,0
229,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
230,1.0,0.0,92.30769,0.0,0.0,25.0,0.0,12.0,0.0,0.0,100.0,0
231,1.0,0.0,92.30769,0.0,0.0,3.0,0.0,12.0,0.0,0.0,100.0,0
232,1.0,0.0,75.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0
233,1.0,0.0,53.846153,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0
234,1.0,0.0,91.666664,0.0,0.0,0.0,0.0,11.0,0.0,0.0,100.0,0
235,0.0,3.0,61.53846,0.0,1.0,21.0,0.0,3.0,0.0,1.0,54.918,0
236,1.0,3.0,92.30769,2.0,1.0,3.0,1.0,12.0,0.0,0.0,100.0,0
237,0.0,2.0,74.61923,1.0,1.0,24.0,0.0,8.0,22.57,1.0,100.0,0
238,1.0,0.0,92.30769,0.0,0.0,3.0,0.0,12.0,0.0,0.0,100.0,0
239,1.0,1.0,91.666664,0.0,0.0,3.0,0.0,11.0,0.0,0.0,100.0,0
240,0.0,0.0,84.19,0.0,0.0,25.0,0.0,8.0,78.076,0.0,98.2,1
241,1.0,0.0,100.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,100.0,0
242,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
243,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
244,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
245,1.0,0.0,92.30769,0.0,0.0,2.0,0.0,12.0,0.0,0.0,100.0,0
246,1.0,1.0,83.73692,0.0,1.0,5.0,0.0,7.0,0.0,0.0,100.0,0
247,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
248,0.0,3.0,71.82616,2.0,1.0,25.0,1.0,7.0,52.63,1.0,54.918,0
249,1.0,3.0,84.61539,3.0,1.0,7.0,1.0,11.0,0.0,0.0,100.0,0
250,0.0,0.0,68.13308,0.0,0.0,0.0,0.0,6.0,0.0,2.0,74.81,1
251,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
252,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
253,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
254,1.0,3.0,92.30769,0.0,1.0,8.0,0.0,12.0,0.0,0.0,100.0,0
255,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
256,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
257,1.0,2.0,92.30769,2.0,1.0,8.0,1.0,12.0,0.0,0.0,100.0,0
258,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
259,1.0,1.0,92.30769,1.0,1.0,6.0,1.0,12.0,0.0,0.0,100.0,1
260,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
261,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
262,1.0,0.0,92.12538,0.0,0.0,1.0,0.0,11.0,0.0,0.0,100.0,0
263,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
264,0.0,3.0,82.793846,2.0,1.0,25.0,1.0,7.0,0.0,0.0,92.44,1
265,1.0,2.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
266,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
267,1.0,0.0,100.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
268,0.0,3.0,61.53846,2.0,1.0,25.0,0.0,5.0,78.076,1.0,54.918,1
269,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
270,1.0,2.0,81.2,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0
271,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
272,0.0,3.0,82.90923,3.0,1.0,7.0,1.0,0.0,0.0,0.0,89.36,0
273,1.0,1.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
274,1.0,0.0,92.30769,0.0,0.0,1.0,0.0,12.0,0.0,0.0,100.0,0
275,1.0,1.0,92.30769,0.0,0.0,6.0,0.0,12.0,0.0,0.0,100.0,0
276,1.0,0.0,100.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0
277,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
278,0.0,0.0,18.43,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,0
279,1.0,0.0,92.30769,0.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0
